timestamp,ear,mar,blink_per_min,microsleeps,yawns,fatigue,ml
2025-11-16T22:21:21.008740,0.2625,0.0031,6,1,1,35,ALERT
2025-11-16T22:21:21.073883,0.2662,0.0031,6,1,1,35,ALERT
2025-11-16T22:21:21.137000,0.2748,0.0031,6,1,1,35,ALERT
2025-11-16T22:21:21.200132,0.2741,0.0031,6,1,1,35,ALERT
2025-11-16T22:21:21.283081,0.2786,0.0092,6,1,1,35,ALERT
2025-11-16T22:21:21.375192,0.2804,0.0092,6,1,1,35,ALERT
2025-11-16T22:21:21.475227,0.2846,0.0061,6,1,1,55,DROWSY
2025-11-16T22:21:21.539617,0.282,0.0061,6,1,1,35,ALERT
2025-11-16T22:21:21.619457,0.284,0.0061,6,1,1,35,ALERT
2025-11-16T22:21:21.680370,0.2859,0.0101,6,1,1,35,ALERT
2025-11-16T22:21:21.744024,0.2863,0.0101,6,1,1,35,ALERT
2025-11-16T22:21:21.809817,0.2881,0.0101,6,1,1,35,ALERT
2025-11-16T22:21:21.875128,0.2902,0.0101,6,1,1,35,ALERT
2025-11-16T22:21:21.936578,0.2879,0.007,6,1,1,35,ALERT
2025-11-16T22:21:22.031431,0.2879,0.007,6,1,1,35,ALERT
2025-11-16T22:21:22.161646,0.2907,0.0099,6,1,1,35,ALERT
2025-11-16T22:21:22.276278,0.2949,0.0099,6,1,1,35,ALERT
2025-11-16T22:21:22.338527,0.2946,0.0059,6,1,1,35,ALERT
2025-11-16T22:21:22.417744,0.2846,0.0059,6,1,1,55,DROWSY
2025-11-16T22:21:22.486622,0.2795,0.0059,6,1,1,55,DROWSY
2025-11-16T22:21:22.621829,0.2776,0.0059,6,1,1,55,DROWSY
2025-11-16T22:21:22.767922,0.2729,0.0059,6,1,1,35,ALERT
2025-11-16T22:21:22.830358,0.2739,0.0029,6,1,1,35,ALERT
2025-11-16T22:21:22.960354,0.2728,0.0059,6,1,1,35,ALERT
2025-11-16T22:21:23.021023,0.275,0.0059,6,1,1,35,ALERT
2025-11-16T22:21:23.169678,0.2884,0.0059,6,1,1,35,ALERT
2025-11-16T22:21:23.289168,0.293,0.0029,6,1,1,55,DROWSY
2025-11-16T22:21:23.386793,0.2955,0.0029,6,1,1,55,DROWSY
2025-11-16T22:21:23.503736,0.2998,0.0029,6,1,1,35,ALERT
2025-11-16T22:21:23.630668,0.2983,0.0031,6,1,1,35,ALERT
2025-11-16T22:21:23.759880,0.2952,0.0075,6,1,1,55,DROWSY
2025-11-16T22:21:23.821575,0.298,0.0075,6,1,1,35,ALERT
2025-11-16T22:21:23.893530,0.2991,0.0075,6,1,1,35,ALERT
2025-11-16T22:21:23.955805,0.2981,0.0075,6,1,1,55,DROWSY
2025-11-16T22:21:24.019116,0.2966,0.0107,6,1,1,35,ALERT
2025-11-16T22:21:24.084748,0.2954,0.014,6,1,1,35,ALERT
2025-11-16T22:21:24.146385,0.2928,0.014,6,1,1,35,ALERT
2025-11-16T22:21:24.209235,0.292,0.014,6,1,1,35,ALERT
2025-11-16T22:21:24.294276,0.2956,0.0109,6,1,1,35,ALERT
2025-11-16T22:21:24.433980,0.297,0.0096,6,1,1,35,ALERT
2025-11-16T22:21:24.563479,0.2977,0.0096,6,1,1,35,ALERT
2025-11-16T22:21:24.626232,0.2987,0.0096,6,1,1,35,ALERT
2025-11-16T22:21:24.690757,0.3008,0.0065,6,1,1,55,DROWSY
2025-11-16T22:21:24.755559,0.2993,0.0031,6,1,1,35,ALERT
2025-11-16T22:21:24.817767,0.299,0.0031,6,1,1,35,ALERT
2025-11-16T22:21:24.882888,0.2972,0.0031,6,1,1,55,DROWSY
2025-11-16T22:21:24.947619,0.2919,0.0031,6,1,1,55,DROWSY
2025-11-16T22:21:25.039637,0.2915,0.0,6,1,1,35,ALERT
2025-11-16T22:21:25.100564,0.2936,0.0032,6,1,1,35,ALERT
2025-11-16T22:21:25.225952,0.2943,0.0032,6,1,1,35,ALERT
